0.rec 0.0100 0.650822814685
1.rec 0.0100 0.650822814685
2.rec 0.0100 0.831528233514
3.rec 0.0100 0.831528233514
4.rec 0.0100 0.629101969364
5.rec 0.0100 0.629101969364
6.rec 0.0100 1.091539855190
7.rec 0.0100 1.091539855190
8.rec 0.0100 1.311462753480
9.rec 0.0100 1.311462753480
10.rec 0.0050 1.013853964650
11.rec 0.0050 1.013853964650
12.rec 0.0100 1.034085138890
13.rec 0.0100 1.034085138890
14.rec 0.0100 1.099024999700
15.rec 0.0100 1.099024999700
16.rec 0.0050 0.688315886426
17.rec 0.0050 0.688315886426
18.rec 0.0050 1.360200849140
19.rec 0.0050 1.360200849140
20.rec 0.0200 0.986519550686
21.rec 0.0200 0.986519550686
22.rec 0.0025 1.148983487650
23.rec 0.0025 1.148983487650
24.rec 0.0050 1.088510672510
25.rec 0.0050 1.088510672510
26.rec 0.0050 0.880270550718
27.rec 0.0050 0.880270550718
28.rec 0.0200 0.787165026734
29.rec 0.0200 0.787165026734
30.rec 0.0050 0.869668245283
31.rec 0.0050 0.869668245283
32.rec 0.0100 1.174355362780
33.rec 0.0100 1.174355362780
34.rec 0.0200 0.819979405286
35.rec 0.0200 0.819979405286
36.rec 0.0050 0.410441730981
37.rec 0.0050 0.410441730981
38.rec 0.0050 0.959460438144
39.rec 0.0050 0.959460438144
40.rec 0.0100 2.096156293360
41.rec 0.0100 2.096156293360
42.rec 0.0050 1.440096284780
43.rec 0.0050 1.440096284780
